sample,voltage,label
17711,0.6442318581048201,sinewave
17712,0.6538286983391103,sinewave
17713,0.6835657288878948,sinewave
17714,0.786455794,sinewave
17715,0.8007589439328429,sinewave
17716,0.886641372,sinewave
17717,0.9227265037511101,sinewave
17718,0.8632470768808949,sinewave
17719,0.8829492588025855,sinewave
17720,0.9575961026464137,sinewave
17721,0.9907231372309222,sinewave
17722,0.9826924129352137,sinewave
17723,0.9525271974509179,sinewave
17724,1.0063592067842921,sinewave
17725,1.040654219007543,sinewave
17726,0.9550863779113969,sinewave
17727,0.9540318417088196,sinewave
17728,0.9524610125837031,sinewave
17729,0.9288136255402374,sinewave
17730,0.9957359064314155,sinewave
17731,0.9152658119130533,sinewave
17732,0.9281246248192028,sinewave
17733,0.8863901181502284,sinewave
17734,0.8439223347297349,sinewave
17735,0.8028930531006595,sinewave
17736,0.7899861172610211,sinewave
17737,0.7079967409017411,sinewave
17738,0.6509435751094547,sinewave
17739,0.6231680324717884,sinewave
17740,0.6178203554241046,sinewave
17741,0.5257216255732098,sinewave
17742,0.5038810288373974,sinewave
17743,0.43807735914241885,sinewave
17744,0.3264638189238651,sinewave
17745,0.2996297818511832,sinewave
17746,0.2357890082385491,sinewave
17747,0.16349173309377946,sinewave
17748,0.124224976,sinewave
17749,0.041881086,sinewave
17750,-0.037906502,sinewave
17751,-0.085325348,sinewave
17752,-0.124804364,sinewave
17753,-0.143158481,sinewave
17754,-0.291514091,sinewave
17755,-0.28706735,sinewave
17756,-0.353745255,sinewave
17757,-0.428647448,sinewave
17758,-0.464278808,sinewave
17759,-0.513102866,sinewave
17760,-0.615475612,sinewave
17761,-0.594219312,sinewave
17762,-0.719800703,sinewave
17763,-0.716597028,sinewave
17764,-0.742357689,sinewave
17765,-0.81928813,sinewave
17766,-0.86310899,sinewave
17767,-0.9219669,sinewave
17768,-0.952458309,sinewave
17769,-0.959965364,sinewave
17770,-0.990896747,sinewave
17771,-1.013192237,sinewave
17772,-0.935189798,sinewave
17773,-1.015871106,sinewave
17774,-0.964292214,sinewave
17775,-1.011592649,sinewave
17776,-0.99757467,sinewave
17777,-1.010988722,sinewave
17778,-0.972715124,sinewave
17779,-1.006841673,sinewave
17780,-0.956715285,sinewave
17781,-0.966270543,sinewave
17782,-0.931146775,sinewave
17783,-0.909538851,sinewave
17784,-0.891819088,sinewave
17785,-0.828456632,sinewave
17786,-0.735061026,sinewave
17787,-0.73023275,sinewave
17788,-0.673241554,sinewave
17789,-0.677062394,sinewave
17790,-0.604985031,sinewave
17791,-0.514476347,sinewave
17792,-0.437534783,sinewave
17793,-0.394424864,sinewave
17794,-0.350995217,sinewave
17795,-0.262833245,sinewave
17796,-0.250358571,sinewave
17797,-0.150497019,sinewave
17798,-0.169394341,sinewave
17799,-0.066153911,sinewave
17800,0.030753594789929818,sinewave
17801,0.025932222742206773,sinewave
17802,0.1382437333630256,sinewave
17803,0.20855214079227055,sinewave
17804,0.295908041,sinewave
17805,0.3058988072137993,sinewave
17806,0.3419037063892154,sinewave
17807,0.3813560830849957,sinewave
17808,0.4786525274383232,sinewave
17809,0.5430981762997131,sinewave
17810,0.6088588889577761,sinewave
17811,0.6229957873228791,sinewave
17812,0.6764852787161599,sinewave
17813,0.7517025357382645,sinewave
17814,0.7225560327302585,sinewave
17815,0.829423471,sinewave
17816,0.8225322327148888,sinewave
17817,0.8561684056280318,sinewave
17818,0.8548694463698578,sinewave
17819,0.9352457650277355,sinewave
17820,0.9142588711745075,sinewave
17821,0.9496267572839432,sinewave
17822,0.945975124,sinewave
17823,0.9762936271730445,sinewave
17824,0.961160495,sinewave
17825,1.0082381650682484,sinewave
17826,1.0155909809619152,sinewave
17827,1.016758374,sinewave
17828,0.9480808387782111,sinewave
17829,0.9608783468648735,sinewave
17830,0.9646822766735803,sinewave
17831,0.9477839309216018,sinewave
17832,0.85539393,sinewave
17833,0.8964122277886053,sinewave
17834,0.8870593235949258,sinewave
17835,0.817615331,sinewave
17836,0.724076536,sinewave
17837,0.6983105802245865,sinewave
17838,0.6743275721594978,sinewave
17839,0.6800229159662252,sinewave
17840,0.572373819,sinewave
17841,0.5132009129678269,sinewave
17842,0.5283489647832467,sinewave
17843,0.44536018190356097,sinewave
17844,0.32950707521317735,sinewave
17845,0.3014668173046588,sinewave
17846,0.24478627234552908,sinewave
17847,0.2097569328720845,sinewave
17848,0.093343237,sinewave
17849,0.039748347,sinewave
17850,0.003580022,sinewave
17851,-0.062112938,sinewave
17852,-0.152711537,sinewave
17853,-0.209487659,sinewave
17854,-0.279493221,sinewave
17855,-0.351857375,sinewave
17856,-0.415185402,sinewave
17857,-0.415502167,sinewave
17858,-0.490486503,sinewave
17859,-0.557757013,sinewave
17860,-0.608138469,sinewave
17861,-0.6058243,sinewave
17862,-0.646905256,sinewave
17863,-0.753883378,sinewave
17864,-0.792818726,sinewave
17865,-0.801639579,sinewave
17866,-0.826788312,sinewave
17867,-0.894017868,sinewave
17868,-0.886420442,sinewave
17869,-0.970876565,sinewave
17870,-0.99619107,sinewave
17871,-0.999434301,sinewave
17872,-1.017733143,sinewave
17873,-0.996110317,sinewave
17874,-1.039811923,sinewave
17875,-1.034772562,sinewave
17876,-1.00345271,sinewave
17877,-0.958426569,sinewave
17878,-0.935144524,sinewave
17879,-0.996750549,sinewave
17880,-0.977618319,sinewave
17881,-0.92317183,sinewave
17882,-0.904372689,sinewave
17883,-0.92321587,sinewave
17884,-0.811562188,sinewave
17885,-0.807486299,sinewave
17886,-0.780250363,sinewave
17887,-0.757757512,sinewave
17888,-0.679573079,sinewave
17889,-0.672243119,sinewave
17890,-0.616268964,sinewave
17891,-0.57226643,sinewave
17892,-0.51473627,sinewave
17893,-0.443178051,sinewave
17894,-0.352068024,sinewave
17895,-0.273189948,sinewave
17896,-0.23867079,sinewave
17897,-0.140586562,sinewave
17898,-0.126274869,sinewave
17899,-0.081954195,sinewave
17900,-0.032438331,sinewave
17901,0.026445133578412022,sinewave
17902,0.14216221893430347,sinewave
17903,0.1391871617391504,sinewave
17904,0.26889039751282834,sinewave
17905,0.3257001947033461,sinewave
17906,0.3262853046991121,sinewave
17907,0.4597409402302816,sinewave
17908,0.4801010056136467,sinewave
17909,0.5552194834723911,sinewave
17910,0.6340425119421333,sinewave
17911,0.6257984456140983,sinewave
17912,0.7069478877806729,sinewave
17913,0.6794766979722282,sinewave
17914,0.8022403211894648,sinewave
17915,0.7820272590767796,sinewave
17916,0.8680530278473958,sinewave
17917,0.8487932899527971,sinewave
17918,0.9477940484432529,sinewave
17919,0.9585867122649723,sinewave
17920,0.9421950596364826,sinewave
17921,0.9702008051675818,sinewave
17922,0.9804150272542003,sinewave
17923,1.019834067389861,sinewave
17924,0.9531181799714731,sinewave
17925,1.0380194774588718,sinewave
17926,0.9980870748921964,sinewave
17927,1.0333419435171272,sinewave
