sample,voltage,label
196205,-0.891445104,sawtooth
196206,-0.902133789,sawtooth
196207,-0.853124631,sawtooth
196208,-0.866849805,sawtooth
196209,-0.794872384,sawtooth
196210,-0.836645562,sawtooth
196211,-0.779960356,sawtooth
196212,-0.767584131,sawtooth
196213,-0.728961876,sawtooth
196214,-0.682370752,sawtooth
196215,-0.709895632,sawtooth
196216,-0.72220354,sawtooth
196217,-0.65297023,sawtooth
196218,-0.60342761,sawtooth
196219,-0.606147388,sawtooth
196220,-0.628045489,sawtooth
196221,-0.54218496,sawtooth
196222,-0.534414358,sawtooth
196223,-0.580701399,sawtooth
196224,-0.500598086,sawtooth
196225,-0.511310631,sawtooth
196226,-0.464254715,sawtooth
196227,-0.476279495,sawtooth
196228,-0.43992302,sawtooth
196229,-0.420011891,sawtooth
196230,-0.422285671,sawtooth
196231,-0.426312084,sawtooth
196232,-0.377887712,sawtooth
196233,-0.333937902,sawtooth
196234,-0.327522034,sawtooth
196235,-0.309795152,sawtooth
196236,-0.263609402,sawtooth
196237,-0.257234947,sawtooth
196238,-0.210818559,sawtooth
196239,-0.207297519,sawtooth
196240,-0.156619501,sawtooth
196241,-0.171029887,sawtooth
196242,-0.137994705,sawtooth
196243,-0.114488106,sawtooth
196244,-0.085129913,sawtooth
196245,-0.10668679,sawtooth
196246,-0.128884922,sawtooth
196247,-0.038570543,sawtooth
196248,-0.005026427,sawtooth
196249,-0.060613168,sawtooth
196250,0.017636194330006117,sawtooth
196251,0.060344543,sawtooth
196252,0.068464081,sawtooth
196253,0.014988356899540985,sawtooth
196254,0.10824928177480708,sawtooth
196255,0.1171420919625965,sawtooth
196256,0.10963018027237134,sawtooth
196257,0.10573412591285339,sawtooth
196258,0.17334964184042934,sawtooth
196259,0.18515452392761417,sawtooth
196260,0.1970946977399747,sawtooth
196261,0.2025583602107982,sawtooth
196262,0.24374855634905165,sawtooth
196263,0.2608818678220708,sawtooth
196264,0.28427761700847576,sawtooth
196265,0.27057153704406617,sawtooth
196266,0.3449890555820802,sawtooth
196267,0.3699669985335978,sawtooth
196268,0.40887674613547276,sawtooth
196269,0.42107608376657524,sawtooth
196270,0.39286969262035515,sawtooth
