Time,Voltage,Label
undefined,-1.0786423790822144,squarewave
undefined,-1.0886949919754525,squarewave
undefined,-1.015776801213973,squarewave
undefined,-1.067380504639416,squarewave
undefined,-1.096429663279814,squarewave
undefined,-1.0239399600736303,squarewave
undefined,-1.0255936567700734,squarewave
undefined,-1.071746478015801,squarewave
undefined,-1.0971303112124386,squarewave
undefined,-1.0178520487037908,squarewave
undefined,0.915702044831188,squarewave
undefined,0.9209305025599807,squarewave
undefined,0.9915398117127491,squarewave
undefined,0.9568180001673378,squarewave
undefined,0.9133168262059971,squarewave
undefined,0.9069995478974412,squarewave
undefined,0.9333603787518759,squarewave
undefined,0.9136225867237323,squarewave
undefined,0.9963273823788049,squarewave
undefined,-1.0968472497383273,squarewave
undefined,-1.0947741990946198,squarewave
undefined,-1.0395058915165452,squarewave
undefined,-1.0695369141988191,squarewave
undefined,-1.0563687476992722,squarewave
undefined,-1.068288010946582,squarewave
undefined,-1.0876021846601371,squarewave
undefined,-1.0355743418218337,squarewave
undefined,-1.0065491040973364,squarewave
undefined,-1.0589524252917153,squarewave
undefined,-1.0690236117043423,squarewave
undefined,0.9938653330354735,squarewave
undefined,0.9586372871468355,squarewave
undefined,0.9814479316975121,squarewave
undefined,0.9574769000393785,squarewave
undefined,0.9015073687067853,squarewave
undefined,0.941804337314439,squarewave
undefined,0.9032107098357106,squarewave
undefined,0.9594210661735577,squarewave
undefined,0.9044840527401846,squarewave
undefined,0.9334116432314584,squarewave
undefined,-1.0033545534308954,squarewave
undefined,-1.0596565869800456,squarewave
undefined,-1.0797164363896203,squarewave
undefined,-1.0070623073141265,squarewave
undefined,-1.0409530843989618,squarewave
undefined,-1.0714258289013325,squarewave
undefined,-1.055828122091277,squarewave
undefined,-1.0274872481088464,squarewave
undefined,-1.0010904048801321,squarewave
undefined,0.9079835571764604,squarewave
undefined,0.9128482197239008,squarewave
undefined,0.9881156543748694,squarewave
undefined,0.9762189747027056,squarewave
undefined,0.9519308406155372,squarewave
undefined,0.9071005980373074,squarewave
undefined,0.9566748145869869,squarewave
undefined,0.941214846574045,squarewave
undefined,0.973659566231995,squarewave
undefined,0.9219255796259461,squarewave
undefined,0.9283539867099525,squarewave
undefined,-1.0737263059262272,squarewave
undefined,-1.0550724926944675,squarewave
undefined,-1.0594850141571528,squarewave
undefined,-1.0280368009324652,squarewave
undefined,-1.0632425367091662,squarewave
undefined,-1.0825293088983992,squarewave
undefined,-1.0319837705814419,squarewave
undefined,-1.0777589353599666,squarewave
undefined,-1.0594999081748808,squarewave
undefined,0.917324226493737,squarewave
undefined,0.9863711427394591,squarewave
undefined,0.9554181991427054,squarewave
undefined,0.9585729213985573,squarewave
undefined,0.9939605940436257,squarewave
undefined,0.9079868846125693,squarewave
undefined,0.9815914774386237,squarewave
undefined,0.9533190763007614,squarewave
undefined,0.9791918941824219,squarewave
