sample,voltage,label
15423,0.7612133119177382,triangularwave
15424,0.3943348492306351,triangularwave
15425,-0.022722542,triangularwave
15426,-0.385544783,triangularwave
15427,-0.810530635,triangularwave
15428,-0.779231748,triangularwave
15429,-0.372754489,triangularwave
15430,0.029154213,triangularwave
15431,0.44551009440400524,triangularwave
15432,0.7746857772256757,triangularwave
15433,0.7990624925326302,triangularwave
15434,0.3599883745252368,triangularwave
15435,0.020960948,triangularwave
15436,-0.378877059,triangularwave
15437,-0.814928519,triangularwave
15438,-0.84513761,triangularwave
15439,-0.443758334,triangularwave
15440,-0.011042942,triangularwave
15441,0.4143644249892394,triangularwave
15442,0.8370574411724163,triangularwave
15443,0.7787821008616338,triangularwave
15444,0.3998682833109499,triangularwave
15445,0.042080161,triangularwave
15446,-0.425340605,triangularwave
15447,-0.789508214,triangularwave
15448,-0.784935159,triangularwave
15449,-0.380089625,triangularwave
15450,-0.030176874,triangularwave
15451,0.44342197232808506,triangularwave
15452,0.7740396034699148,triangularwave
15453,0.8406064004868462,triangularwave
15454,0.4484377579670708,triangularwave
15455,-0.033846807,triangularwave
15456,-0.415405644,triangularwave
15457,-0.819966733,triangularwave
15458,-0.799018472,triangularwave
15459,-0.401719471,triangularwave
15460,-0.027853148,triangularwave
15461,0.40755212169273186,triangularwave
15462,0.8134178989255576,triangularwave
15463,0.8275462643111624,triangularwave
15464,0.3681377416184297,triangularwave
15465,0.039681519,triangularwave
15466,-0.400525422,triangularwave
15467,-0.823759887,triangularwave
15468,-0.830093959,triangularwave
15469,-0.423674331,triangularwave
15470,0.040795709,triangularwave
15471,0.4283665325472478,triangularwave
15472,0.8428199762061651,triangularwave
15473,0.7837453130267308,triangularwave
15474,0.4201221466114662,triangularwave
15475,0.039646337,triangularwave
15476,-0.421552641,triangularwave
15477,-0.777186439,triangularwave
15478,-0.778655391,triangularwave
15479,-0.35629311,triangularwave
15480,0.048984019,triangularwave
15481,0.407676639,triangularwave
15482,0.797412588,triangularwave
15483,0.8349281753773665,triangularwave
15484,0.4120313661577355,triangularwave
15485,0.04901097,triangularwave
15486,-0.400152356,triangularwave
15487,-0.795248508,triangularwave
15488,-0.834305071,triangularwave
15489,-0.389760032,triangularwave
15490,0.017829694003257936,triangularwave
15491,0.40620710925268405,triangularwave
15492,0.781193132,triangularwave
15493,0.8337055241646086,triangularwave
15494,0.44288030316567806,triangularwave
15495,0.034048895,triangularwave
15496,-0.449539596,triangularwave
15497,-0.751875089,triangularwave
15498,-0.84004077,triangularwave
15499,-0.428956441,triangularwave
15500,-0.009534427,triangularwave
15501,0.4362174562865541,triangularwave
15502,0.813354311,triangularwave
15503,0.810010966,triangularwave
15504,0.3595463985131346,triangularwave
15505,-0.009182423,triangularwave
15506,-0.419352072,triangularwave
15507,-0.785146791,triangularwave
15508,-0.754438761,triangularwave
15509,-0.370822871,triangularwave
15510,-0.037618594,triangularwave
15511,0.4446550904425979,triangularwave
15512,0.7711306918357345,triangularwave
15513,0.7628575649805969,triangularwave
15514,0.4235851834890399,triangularwave
