sample,voltage,label
7937,0.35376951543010493,sawtooth
7938,0.5775265571922353,sawtooth
7939,0.8448293155176034,sawtooth
7940,-0.978968065,sawtooth
7941,-0.812171867,sawtooth
7942,-0.642733398,sawtooth
7943,-0.381730592,sawtooth
7944,-0.162979298,sawtooth
7945,0.022394328781250895,sawtooth
7946,0.2273480247718228,sawtooth
7947,0.36300677481927596,sawtooth
7948,0.5982745786192282,sawtooth
7949,0.7841143985272141,sawtooth
7950,0.9846690054861309,sawtooth
7951,-0.834416295,sawtooth
7952,-0.595088106,sawtooth
7953,-0.372727319,sawtooth
7954,-0.238655417,sawtooth
7955,0.048967474,sawtooth
7956,0.1511849900558035,sawtooth
7957,0.364641779,sawtooth
7958,0.6289637104687378,sawtooth
7959,0.8283336832658429,sawtooth
7960,-0.984628498,sawtooth
7961,-0.791339144,sawtooth
7962,-0.587485414,sawtooth
7963,-0.421645702,sawtooth
7964,-0.161293577,sawtooth
7965,-0.004364901,sawtooth
7966,0.1879472983322183,sawtooth
7967,0.390765376,sawtooth
7968,0.636984692,sawtooth
7969,0.7949956613421894,sawtooth
7970,-0.957540873,sawtooth
7971,-0.809930014,sawtooth
7972,-0.552590293,sawtooth
7973,-0.43026185,sawtooth
7974,-0.231798581,sawtooth
7975,0.030522851585174007,sawtooth
7976,0.18962570532344808,sawtooth
7977,0.4134593586043542,sawtooth
7978,0.6315745684777601,sawtooth
7979,0.817924197,sawtooth
7980,1.0077754943092838,sawtooth
7981,-0.775465993,sawtooth
7982,-0.625477908,sawtooth
7983,-0.433266856,sawtooth
7984,-0.228070827,sawtooth
7985,-0.024770451,sawtooth
7986,0.21316617312146513,sawtooth
7987,0.35055817972674624,sawtooth
7988,0.5927798524203632,sawtooth
7989,0.8407429111174086,sawtooth
7990,-1.022326242,sawtooth
7991,-0.810569497,sawtooth
7992,-0.569094201,sawtooth
7993,-0.394456214,sawtooth
7994,-0.195760095,sawtooth
7995,-0.005684531,sawtooth
7996,0.2330284717975944,sawtooth
7997,0.4418741028681953,sawtooth
7998,0.5830782674442778,sawtooth
7999,0.8201170695364172,sawtooth
8000,-0.971626715,sawtooth
8001,-0.761353091,sawtooth
8002,-0.635309981,sawtooth
8003,-0.35781941,sawtooth
8004,-0.243282803,sawtooth
8005,-0.036760439,sawtooth
8006,0.1655172337497777,sawtooth
8007,0.42708824395357625,sawtooth
8008,0.5676183152490135,sawtooth
8009,0.8236468716669445,sawtooth
8010,-1.003619132,sawtooth
8011,-0.776030508,sawtooth
8012,-0.603702795,sawtooth
8013,-0.429392178,sawtooth
