sample,voltage,label
957,-0.932275328,sinusoid
958,-0.99464947,sinusoid
959,-0.588783402,sinusoid
960,-0.027721629,sinusoid
961,0.6147810775828239,sinusoid
962,0.9655252147552542,sinusoid
963,0.9845943832512867,sinusoid
964,0.6367464354681788,sinusoid
965,0.005398494,sinusoid
966,-0.636164547,sinusoid
967,-0.920875697,sinusoid
968,-0.957582428,sinusoid
969,-0.60617228,sinusoid
970,-0.011600188,sinusoid
971,0.626301279,sinusoid
972,0.9041302788196754,sinusoid
973,0.9877065388832407,sinusoid
974,0.5583755402039112,sinusoid
975,0.030584285,sinusoid
976,-0.582244737,sinusoid
977,-0.945304506,sinusoid
978,-0.980026713,sinusoid
979,-0.574265467,sinusoid
980,0.040992764,sinusoid
981,0.566846242,sinusoid
982,0.9208984706116095,sinusoid
983,0.9106997689519845,sinusoid
984,0.5466512046318697,sinusoid
985,-0.00179976,sinusoid
986,-0.627975481,sinusoid
987,-0.943475924,sinusoid
988,-0.942664116,sinusoid
989,-0.616952679,sinusoid
990,-0.023765332,sinusoid
991,0.5436565119472517,sinusoid
992,0.9910114276333197,sinusoid
993,0.9070883022282364,sinusoid
994,0.5541186108438066,sinusoid
995,-0.011829615,sinusoid
996,-0.602659823,sinusoid
997,-0.929990478,sinusoid
998,-0.992896316,sinusoid
999,-0.564008118,sinusoid
1000,0.033724787,sinusoid
1001,0.5970176414922517,sinusoid
1002,0.9853605131664518,sinusoid
1003,0.9047366781814545,sinusoid
1004,0.6370005654410135,sinusoid
1005,0.043636152,sinusoid
1006,-0.608410831,sinusoid
1007,-0.927406422,sinusoid
1008,-0.967174175,sinusoid
1009,-0.574573872,sinusoid
1010,-0.010647768,sinusoid
1011,0.6145422053455251,sinusoid
1012,0.9805893936083885,sinusoid
1013,0.9501538989419035,sinusoid
1014,0.543199603,sinusoid
1015,-0.046243191,sinusoid
1016,-0.605261412,sinusoid
1017,-0.930467204,sinusoid
1018,-0.960458191,sinusoid
1019,-0.626854192,sinusoid
1020,0.020678875004612383,sinusoid
1021,0.5783100227192054,sinusoid
1022,0.9086869951814326,sinusoid
1023,0.9180332200866033,sinusoid
1024,0.5687238059004924,sinusoid
1025,-0.024788351,sinusoid
1026,-0.572296037,sinusoid
1027,-0.9241968,sinusoid
1028,-0.990474383,sinusoid
1029,-0.584034036,sinusoid
1030,-0.016189912,sinusoid
1031,0.6060686308905109,sinusoid
1032,0.9039178265402142,sinusoid
1033,0.9499975723628555,sinusoid
1034,0.5664035695222857,sinusoid
1035,-0.013767722,sinusoid
1036,-0.625539779,sinusoid
1037,-0.901550869,sinusoid
1038,-0.902697984,sinusoid
1039,-0.625606611,sinusoid
1040,-0.007349537,sinusoid
1041,0.5997005601117176,sinusoid
1042,0.9905320096996875,sinusoid
1043,0.9743430730313162,sinusoid
1044,0.6340422644455265,sinusoid
1045,-0.009312711,sinusoid
1046,-0.625013842,sinusoid
1047,-0.989591251,sinusoid
1048,-0.911361257,sinusoid
1049,-0.566122999,sinusoid
1050,-0.036180235,sinusoid
1051,0.6329965930513579,sinusoid
1052,0.9510028675943352,sinusoid
1053,0.9059709332121547,sinusoid
