sample,voltage
0,-0.08981713268608946
1,0.29105769323842606
2,0.33590989117019976
3,0.5487703731737685
4,0.8652548665377868
5,0.9674623108861816
6,0.8153743617844811
7,1.0573619280097175
8,0.9177320285693611
9,0.9246095194859638
10,0.8664743604203767
11,0.6058316325501175
12,0.572953754812453
13,0.2922591621440462
14,0.2495130404980332
15,-0.011691208292407915
16,-0.2135247655708074
17,-0.4632760231585652
18,-0.6870215079214044
19,-0.671329533753956
20,-0.9451463975603087
21,-0.9140640969290317
22,-0.9266067657429783
23,-0.8913622569489033
24,-0.8357716490286631
25,-0.9669030222901956
26,-0.8860667117046677
27,-0.6445917811063144
28,-0.5204266311594979
29,-0.11458883985693452
30,-0.04486239294810696
31,0.3565983643671175
32,0.3520756245570061
33,0.6084570615375426
34,0.740720968568472
35,0.7449123313471647
36,0.8844307219456904
37,1.13171421181041
38,1.1420517003566277
39,0.8806188187447612
40,0.8388717460582675
41,0.8604748883234575
42,0.6941239302110095
43,0.3452048864783722
44,0.22366632323936822
45,0.04856486041576421
46,-0.12508098883121138
47,-0.5506421678225394
48,-0.4549228613656733
49,-0.8440222442963888
50,-0.9718789297351622
51,-1.0248558143653026
52,-1.06167267177754
53,-0.9699634868611523
54,-1.011249496014351
55,-0.8753399734186061
56,-0.628694020275211
57,-0.5401098281455833
58,-0.4018087014167139
59,-0.2666483588732945
60,0.06585684109873968
61,0.17722423577767465
62,0.30227705992273374
63,0.7220393563460812
64,0.7935474302755914
65,1.0118179266522884
66,0.9350771798406582
67,0.9258172393278622
68,0.8585436774192339
69,0.8208619093036993
70,0.8953375340140629
71,0.8569988000153257
72,0.5339684526112807
73,0.5369725508449084
74,0.26209705103073894
75,0.09380724191134561
76,-0.2709049460471476
77,-0.3859348546840175
78,-0.695062747313328
79,-0.6233539926537386
80,-0.8607546246044632
81,-0.9403284605180542
82,-0.9613849915229153
83,-1.0282626481310808
84,-0.961382274804494
85,-0.9774135753597281
86,-0.755272549001877
87,-0.6584541118892072
88,-0.3446353833004399
89,-0.24434688098412513
90,-0.12018959050042423
91,0.25912525622206456
92,0.3179464918192295
93,0.46881845457312443
94,0.8672924667054946
95,0.7172336169836567
96,0.9588126798232302
97,0.9980597732311465
98,1.0803880843449338
99,1.0117510305083939
100,0.7781796940337076
101,0.6212867563505873
102,0.5354610002733593
103,0.41716229610136485
104,0.13302252820394977
105,-0.14644543585530634
106,-0.3379455800069483
107,-0.39948799211439356
108,-0.5099237996792771
109,-0.6114154780679697
110,-0.9666589032952256
111,-0.8741071671517392
112,-0.9692553065244602
113,-1.0428250857410077
114,-0.9485879358135828
115,-0.7896381007910205
116,-0.8131905476365829
117,-0.6102136527163841
118,-0.5113481595709871
119,-0.1428130729102672
120,0.1273189808043178
121,0.18119962856805508
122,0.3551502652160224
123,0.6380701780335267
124,0.6071246748567277
125,0.8555721129485543
126,0.8573454539430027
127,0.945014253993915
128,0.8952333983437153
129,0.8737222180419919
130,0.9841643627142913
131,0.7953117116915999
132,0.6409792313698214
133,0.3495554524289761
134,0.22710061264320242
135,0.1059960844287206
136,-0.35145285324431186
137,-0.37684437090767375
138,-0.47818568867255085
139,-0.7838581828991067
140,-0.7437391660792242
141,-1.0500416331365494
142,-1.07789831102188
143,-0.8843504962224429
144,-0.9692563668322417
145,-0.8807150639921576
146,-0.7962086522855685
147,-0.4667388370095983
148,-0.4227921908380985
149,-0.3089922784806192
150,0.01871227507448205
151,0.24322665017523062
152,0.41840739563259727
153,0.5607637144984723
154,0.7952050660687537
155,0.9076039216312983
156,0.9913366468387036
157,0.9002769880303817
158,1.027066751777326
159,0.8838400888245075
160,0.7999152137293356
161,0.7429150753061521
162,0.5118716741628373
163,0.3462056500662677
164,0.29878490389256984
165,-0.052370813052071835
166,-0.10141612524162488
167,-0.4815605282192606
168,-0.47135447911101813
169,-0.8221276754331388
170,-0.868193032300683
171,-0.866206614250671
172,-0.8813592752627034
173,-0.9909513314733529
174,-0.9140239016582772
175,-0.9712795527759822
176,-0.594423868069185
177,-0.5768556866660038
178,-0.5146720779097057
179,-0.19132491861947273
180,-0.07650284972651987
181,0.06692431318730097
182,0.46979410252521014
183,0.491543585926865
184,0.8099882615453028
185,0.8509342285467351
186,0.9333139557366867
187,0.9940188968957195
188,1.0659271092633944
189,0.8503010682074298
190,0.8389174476979593
191,0.793404586661315
192,0.7119420421888804
193,0.3520969172045589
194,0.139060595129108
195,-0.12722128548440062
196,-0.09754623020476776
197,-0.47036459915537165
198,-0.6625464978907359
199,-0.7014157131650818
200,-0.9669214649811577
201,-1.0581924013231263
202,-1.0478350172267834
203,-1.069926290826051
204,-0.9016263062558096
205,-0.8065502318604278
206,-0.8017813435624856
207,-0.46084326201321424
208,-0.4880702266437702
209,-0.19340893232272646
210,0.04760059044001165
211,0.14007761062716384
212,0.3985445923558983
213,0.45415016220170534
214,0.6280566741106571
215,0.7912610831438749
216,0.8711688566463605
217,1.1211079955536856
218,1.0500796545356321
219,1.0007231864138177
220,1.0147152075569523
221,0.741805928720572
222,0.5034604445303572
223,0.41468047002139974
224,0.17942260858017722
225,0.09914368150626257
226,-0.16580035125995826
227,-0.5401598858380908
228,-0.7239820507436778
229,-0.7670799185121759
230,-0.7696144329006516
231,-0.9641642351399213
232,-1.1118840614798062
233,-1.1308582988681677
234,-0.866267038777468
235,-0.9205487220270838
236,-0.6499435094862219
237,-0.43805784412222304
238,-0.5277279418201104
239,-0.1285531279845651
240,-0.035193392338005385
241,0.21282098825813547
242,0.2997840896246301
243,0.6288368118033911
244,0.7083325457654738
245,0.976153853374178
246,0.8678516654186653
247,0.877414176821885
248,0.9057663535547799
249,1.0817546739298416
250,1.0099509855533453
251,0.7212800358650658
252,0.44646350698706405
253,0.5129113548319489
254,0.20066432516576777
255,0.08804392077535426
256,-0.10961369024133887
257,-0.3626243889795607
258,-0.7038375855344797
