Time,Voltage,Label
undefined,-9.394246187405559,unknown
undefined,-9.458962297874981,unknown
undefined,-9.537630349601033,unknown
undefined,-9.565064431845297,unknown
undefined,-9.60364437157779,unknown
undefined,-9.725285283859304,unknown
undefined,-9.788570795980855,unknown
undefined,-9.7943238218847,unknown
undefined,-9.919829155326084,unknown
undefined,-9.975682795730346,unknown
undefined,-9.99100064486074,unknown
undefined,-10.093532689362656,unknown
undefined,-10.117008383241284,unknown
undefined,-10.170494603584853,unknown
undefined,-10.254922875362382,unknown
undefined,-10.299323017685595,unknown
undefined,-10.377557749710899,unknown
undefined,-10.391036187711014,unknown
undefined,-10.479007069290601,unknown
undefined,-10.527365711474761,unknown
undefined,-10.539496274992734,unknown
undefined,-10.632479223525653,unknown
undefined,-10.66930898422305,unknown
undefined,-10.708401883360956,unknown
undefined,-10.785906962493824,unknown
undefined,-10.839081733649614,unknown
undefined,-10.814688921901576,unknown
undefined,-10.862307615474059,unknown
undefined,-10.925663001537176,unknown
undefined,-10.877620054016209,unknown
undefined,-10.95480938351531,unknown
undefined,-10.935616932391435,unknown
undefined,-10.908871891604921,unknown
undefined,-10.925931124990122,unknown
undefined,-10.91284724268362,unknown
undefined,-10.971496605312383,unknown
undefined,-10.941896249790076,unknown
undefined,-10.962204111448184,unknown
undefined,-10.888076743670172,unknown
undefined,-10.9208539595234,unknown
undefined,-10.860792332483339,unknown
undefined,-10.815892132567624,unknown
undefined,-10.86499426402983,unknown
undefined,-10.771920301251477,unknown
undefined,-10.767608401699993,unknown
undefined,-10.728180188934044,unknown
undefined,-10.667128292616582,unknown
undefined,-10.58522108425326,unknown
undefined,-10.565022663429763,unknown
undefined,-10.528664011221453,unknown
undefined,-10.504274300591568,unknown
undefined,-10.471700183930087,unknown
undefined,-10.395715977408157,unknown
undefined,-10.364395047940663,unknown
undefined,-10.297490265345816,unknown
undefined,-10.192198983738187,unknown
undefined,-10.08755447077327,unknown
undefined,-10.055812525632472,unknown
undefined,-10.013834958312161,unknown
undefined,-9.972221302392805,unknown
undefined,-9.845047075689575,unknown
undefined,-9.871610981283172,unknown
undefined,-9.794333492347281,unknown
undefined,-9.731143593699437,unknown
undefined,-9.62363194653937,unknown
undefined,-9.537309459601385,unknown
undefined,-9.544594501903783,unknown
undefined,-9.505565131229591,unknown
undefined,-9.369764924459407,unknown
undefined,-9.38378669239896,unknown
undefined,-9.339442179362855,unknown
undefined,-9.291652932994559,unknown
undefined,-9.269741805660184,unknown
undefined,-9.181799529879935,unknown
undefined,-9.159891092583734,unknown
undefined,-9.106718285845277,unknown
undefined,-9.071160028808062,unknown
undefined,-9.015092717197499,unknown
undefined,-9.014410706952733,unknown
undefined,-9.016290410421455,unknown
undefined,-9.020339172120648,unknown
undefined,-8.997051064679331,unknown
undefined,-8.98547296612487,unknown
undefined,-8.975375224156796,unknown
undefined,-8.96213537777274,unknown
undefined,-8.993214896657927,unknown
undefined,-8.9690255736805,unknown
undefined,-8.963375650341767,unknown
undefined,-9.023486506853674,unknown
undefined,-9.017756358425274,unknown
undefined,-9.001633226130112,unknown
undefined,-9.036676243936638,unknown
undefined,-9.082749837929883,unknown
undefined,-9.152773029041088,unknown
undefined,-9.164889962700627,unknown
undefined,-9.200296460985282,unknown
